"route","method","resource","action","account_scope","current_authentication","current_permission_check","required_permission","negative_test","migration_impact","mounted","source_file","source_line"
"/api/broadcasts/:id","PUT","broadcasts","update","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","335"
"/api/broadcasts/:id/fetch-insight","POST","broadcasts","create","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","644"
"/api/broadcasts/:id/insight","GET","broadcasts","read","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","612"
"/api/broadcasts/:id/per-account-stats","GET","broadcasts","read","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","173"
"/api/broadcasts/:id/preview-count","GET","broadcasts","read","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","98"
"/api/broadcasts/:id/progress","GET","broadcasts","read","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","885"
"/api/broadcasts/:id/send","POST","broadcasts","send","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.send","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation; duplicate request produces one side effect","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","431"
"/api/broadcasts/:id/send-segment","POST","broadcasts","create","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","577"
"/api/broadcasts/:id/test-send","POST","broadcasts","create","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/broadcasts.ts","809"
"/api/broadcasts/dedup-preview","POST","broadcasts","create","cross_account","Bearer API key or authenticated session cookie","role allowlist:owner|admin|staff; account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.broadcasts.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/dedup-preview.ts","8"
"/api/capabilities","GET","capabilities","list","deployment","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + capabilities.read","unauthenticated=401; non-selected LINE account ID/query swap=404","no tenant-key migration; enforce deployment role policy and audit","yes","apps/worker/src/routes/capabilities.ts","35"
"/api/chats","GET","chats","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + chats.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/chats.ts","186"
"/api/chats","POST","chats","create","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + chats.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/chats.ts","486"
"/api/chats/:id","GET","chats","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + chats.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/chats.ts","408"
"/api/chats/:id","PUT","chats","update","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + chats.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/chats.ts","504"
"/api/chats/:id/loading","POST","chats","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + chats.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/chats.ts","525"
"/api/chats/:id/send","POST","chats","send","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + chats.send","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; duplicate request produces one side effect","line_account_id backfill/derivation + line_account context predicate + account-prefixed index + outbox/idempotency record","yes","apps/worker/src/routes/chats.ts","562"
"/api/conversations","GET","conversations","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + conversations.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversations.ts","7"
"/api/conversations/:friendId","GET","conversations","read","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + conversations.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversations.ts","182"
"/api/conversions/approvals","GET","conversions","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + conversions.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","182"
"/api/conversions/events","GET","conversions","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + conversions.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","130"
"/api/conversions/events/:id/approval","PATCH","conversions","update","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + conversions.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","210"
"/api/conversions/points","GET","conversions","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + conversions.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","23"
"/api/conversions/points","POST","conversions","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + conversions.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","43"
"/api/conversions/points/:id","DELETE","conversions","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + conversions.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","73"
"/api/conversions/report","GET","conversions","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + conversions.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","161"
"/api/conversions/track","POST","conversions","track","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + conversions.track","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/conversions.ts","86"
"/api/duplicates/stats","GET","duplicates","list","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.duplicates.list","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/duplicates.ts","70"
"/api/entry-routes","GET","entry-routes","list","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.entry-routes.list","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/entry-routes.ts","33"
"/api/entry-routes","POST","entry-routes","create","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.entry-routes.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/entry-routes.ts","57"
"/api/entry-routes/:id","DELETE","entry-routes","delete","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.entry-routes.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/entry-routes.ts","108"
"/api/entry-routes/:id","GET","entry-routes","read","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.entry-routes.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/entry-routes.ts","44"
"/api/entry-routes/:id","PATCH","entry-routes","update","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.entry-routes.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/entry-routes.ts","82"
"/api/entry-routes/:id/funnel","GET","entry-routes","read","cross_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + explicit target LINE account set + audit + cross_account.entry-routes.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/entry-routes.ts","120"
"/api/events/admin/events","GET","events","list","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.list","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","214"
"/api/events/admin/events","POST","events","create","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","153"
"/api/events/admin/events/:id","DELETE","events","delete","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","428"
"/api/events/admin/events/:id","GET","events","read","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","253"
"/api/events/admin/events/:id","PUT","events","update","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","271"
"/api/events/admin/events/:id/bookings","GET","events","read","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","1184"
"/api/events/admin/events/:id/bookings/:bookingId","PUT","events","update","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","1396"
"/api/events/admin/events/:id/bookings/:bookingId/cancel","POST","events","cancel","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.cancel","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","1370"
"/api/events/admin/events/:id/bookings/:bookingId/decide","POST","events","decide","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.decide","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation; duplicate request produces one side effect","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","1297"
"/api/events/admin/events/:id/slots","GET","events","read","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.read","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","514"
"/api/events/admin/events/:id/slots","POST","events","create","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","532"
"/api/events/admin/events/:id/slots/:slotId","DELETE","events","delete","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","1142"
"/api/events/admin/events/:id/slots/:slotId","PUT","events","update","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","568"
"/api/events/admin/events/notifications/pending","GET","events","list","cross_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + explicit target LINE account set + audit + cross_account.events.list","unauthenticated=401; non-selected LINE account ID/query swap=404; undeclared target LINE account rejects the whole operation","no enterprise tenant migration; add explicit target LINE account snapshot, authorization decision, and audit record","yes","apps/worker/src/routes/events.ts","1170"
"/api/forms","GET","forms","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + forms.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/forms.ts","66"
"/api/forms","POST","forms","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + forms.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/forms.ts","100"
"/api/forms/:id","DELETE","forms","delete","line_account","none (path-only auth bypass also covers admin mutation)","none beyond current authentication","owner|admin + line_account context + forms.delete; auth bypass must be method-aware","unauthenticated mutation=401 after fix; public GET remains 200; account-B ID=404; no state change","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/forms.ts","201"
"/api/forms/:id","GET","forms","read","line_account","none (public form definition)","none beyond current authentication","public read limited to published/non-secret data + required line_account context","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/forms.ts","85"
"/api/forms/:id","PUT","forms","update","line_account","none (path-only auth bypass also covers admin mutation)","none beyond current authentication","owner|admin + line_account context + forms.update; auth bypass must be method-aware","unauthenticated mutation=401 after fix; public GET remains 200; account-B ID=404; no state change","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/forms.ts","148"
"/api/forms/:id/opened","POST","forms","opened","line_account","none (public form mutation)","none beyond current authentication","public form capability + required line_account context/binding + rate limit + replay/idempotency control","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/forms.ts","233"
"/api/forms/:id/partial","POST","forms","partial","line_account","none (public form mutation)","none beyond current authentication","public form capability + required line_account context/binding + rate limit + replay/idempotency control","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/forms.ts","266"
"/api/forms/:id/submissions","GET","forms","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + forms.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/forms.ts","217"
"/api/forms/:id/submit","POST","forms","submit","line_account","none (public form mutation)","account predicate/derivation present in handler","public form capability + required line_account context/binding + rate limit + replay/idempotency control","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","bind public identity/capability to deployment and line_account; add replay/idempotency audit fields where state changes","yes","apps/worker/src/routes/forms.ts","297"
"/api/friend-reminders/:id","DELETE","friend-reminders","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + friend-reminders.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","195"
"/api/friends","GET","friends","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","83"
"/api/friends/:friendId/reminders","GET","friends","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/reminders.ts","174"
"/api/friends/:friendId/rich-menu","DELETE","friends","delete","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + friends.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menus.ts","107"
"/api/friends/:friendId/rich-menu","GET","friends","read","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menus.ts","135"
"/api/friends/:friendId/rich-menu","POST","friends","create","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + friends.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/rich-menus.ts","74"
"/api/friends/:id","GET","friends","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","394"
"/api/friends/:id/journey","GET","friends","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/affiliates.ts","300"
"/api/friends/:id/messages","GET","friends","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","514"
"/api/friends/:id/messages","POST","friends","create","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin + required line_account context + friends.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","539"
"/api/friends/:id/metadata","PUT","friends","update","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + friends.update","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","477"
"/api/friends/:id/score","GET","friends","read","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/scoring.ts","93"
"/api/friends/:id/score","POST","friends","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + friends.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/scoring.ts","121"
"/api/friends/:id/tags","POST","friends","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + friends.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","422"
"/api/friends/:id/tags/:tagId","DELETE","friends","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + friends.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","459"
"/api/friends/count","GET","friends","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","349"
"/api/friends/ref-stats","GET","friends","list","line_account","Bearer API key or authenticated session cookie","account predicate/derivation present in handler","owner|admin|staff + required line_account context + friends.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/friends.ts","368"
"/api/health","GET","health","list","system","none (public operational/read endpoint)","none beyond current authentication","public read limited to published/non-secret data","unexpected Authorization does not widen data; unpublished/secret/cross-account object=404; mutation is rate-limited and replay-safe","no tenant-key migration; preserve operational authentication and audit","yes","apps/worker/src/routes/health.ts","23"
"/api/images","POST","images","create","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + images.create","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/images.ts","7"
"/api/images/:key","DELETE","images","delete","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin + required line_account context + images.delete","unauthenticated=401; staff role=403; cookie without CSRF=403; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/images.ts","93"
"/api/inbox/unanswered","GET","inbox","list","line_account","Bearer API key or authenticated session cookie","none beyond current authentication","owner|admin|staff + required line_account context + inbox.read","unauthenticated=401; non-selected LINE account ID/query swap=404","line_account_id backfill/derivation + line_account context predicate + account-prefixed index","yes","apps/worker/src/routes/inbox.ts","11"
